# Machine-generated by the test-strategy lane 2026-07-30 rev2 (method: proofs/TESTING-STRATEGY.md "Method").
# Two axes, never collapsed:
#   oracle_today: real-PG = fleet-run pg_regress/e2e differential (expected output minted from real PostgreSQL 18.3);
#                 vendored-C = in-process compare vs vendored REL_18_STABLE C; none = nothing tests this function.
#   input_coverage_today: fixed-corpus(route) = reached by the hand-written regress/e2e corpus via the named route
#                 (a handful of literals, NOT exploration); random(native-diff) = mass-random driver exists;
#                 none = not reached. Coverage-guided fuzzing reaches ZERO rows today. sqlsmith/simharness
#                 randomized SQL is per-function unattributable and credited to no row.
#   state_mockability (state class only): mockable-now = state already behind an existing seam/sim cfg;
#                 mockable-in-process = in-process with mock catalog rows / fabricated context, no server;
#                 mockable-with-new-seam; mixed-triage; irreducible = only meaningful in a live server.
#   test_strategy: cgf-* = coverage-guided differential fuzzing (primary technique; see strategy doc).
name	class	oracle_today	input_coverage_today	state_mockability	test_strategy
has_type_privilege_name_id	state	real-PG	fixed-corpus(proname)	mockable-in-process	cgf-native-diff(seam-mock)
has_type_privilege_id_name	state	real-PG	fixed-corpus(proname)	mockable-in-process	cgf-native-diff(seam-mock)
has_type_privilege_id_id	state	real-PG	fixed-corpus(proname)	mockable-in-process	cgf-native-diff(seam-mock)
has_type_privilege_name	state	real-PG	fixed-corpus(proname)	mockable-in-process	cgf-native-diff(seam-mock)
has_type_privilege_id	state	real-PG	fixed-corpus(proname)	mockable-in-process	cgf-native-diff(seam-mock)
pg_stat_get_db_temp_files	state	none	none	irreducible	invariant-only
pg_stat_get_db_temp_bytes	state	none	none	irreducible	invariant-only
pg_stat_get_db_deadlocks	state	none	none	irreducible	invariant-only
array_to_json	wall	real-PG	fixed-corpus(named)		cgf-native-diff
array_to_json_pretty	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
row_to_json	wall	real-PG	fixed-corpus(named)		cgf-native-diff
row_to_json_pretty	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
numeric_support	blocked	none	none		cgf-sql-differential
varbit_support	blocked	none	none		cgf-sql-differential
pg_get_viewdef_wrap	state	real-PG	fixed-corpus(proname)	mockable-with-new-seam	cgf-native-diff(seam-mock)
pg_stat_get_checkpointer_write_time	state	none	none	irreducible	invariant-only
pg_stat_get_checkpointer_sync_time	state	none	none	irreducible	invariant-only
pg_collation_for	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_trigger_depth	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
array_remove	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
array_replace	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
be_lo_lseek64	state	real-PG	fixed-corpus(proname)	irreducible	cgf-sql-differential-pinned-state
be_lo_tell64	state	real-PG	fixed-corpus(proname)	irreducible	cgf-sql-differential-pinned-state
be_lo_truncate64	state	real-PG	fixed-corpus(proname)	irreducible	cgf-sql-differential-pinned-state
json_agg_transfn	agg-state	real-PG	fixed-corpus(aggregate)		cgf-native-diff(aggcontext)+forced-parallel-leg
json_agg_finalfn	agg-state	real-PG	fixed-corpus(aggregate)		cgf-native-diff(aggcontext)+forced-parallel-leg
to_json	wall	real-PG	fixed-corpus(named)		cgf-native-diff
pg_stat_get_mod_since_analyze	state	none	none	irreducible	invariant-only
numeric_sum	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
json_object_agg_transfn	agg-state	real-PG	fixed-corpus(aggregate)		cgf-native-diff(aggcontext)+forced-parallel-leg
record_image_eq	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
record_image_ne	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
record_image_lt	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
record_image_gt	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
record_image_le	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
record_image_ge	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
btrecordimagecmp	typcache	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(typcache-mock)
pg_stat_get_archiver	state	none	none	irreducible	invariant-only
json_object_agg_finalfn	agg-state	real-PG	fixed-corpus(aggregate)		cgf-native-diff(aggcontext)+forced-parallel-leg
json_build_array	wall	real-PG	fixed-corpus(named)		cgf-native-diff
json_build_object	wall	real-PG	fixed-corpus(named)		cgf-native-diff
json_object	wall	real-PG	fixed-corpus(named)		cgf-native-diff
json_object_two_arg	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
json_to_record	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
json_to_recordset	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
jsonb_each	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
jsonb_populate_record	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
width_bucket_array	typcache	real-PG	fixed-corpus(proname)		cgf-native-diff(typcache-mock)
jsonb_array_elements	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
bttextsortsupport	port	real-PG	fixed-corpus(index-implicit,conditional)		cgf-sql-differential
generate_series	state	real-PG	fixed-corpus(named)	mockable-in-process	cgf-native-diff(seam-mock)
generate_series	state	real-PG	fixed-corpus(named)	mockable-in-process	cgf-native-diff(seam-mock)
json_strip_nulls	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonb_strip_nulls	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonb_object	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonb_object_two_arg	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
jsonb_agg_transfn	agg-state	real-PG	fixed-corpus(aggregate)		cgf-native-diff(aggcontext)+forced-parallel-leg
jsonb_agg_finalfn	agg-state	real-PG	fixed-corpus(aggregate)		cgf-native-diff(aggcontext)+forced-parallel-leg
jsonb_object_agg_transfn	agg-state	real-PG	fixed-corpus(aggregate)		cgf-native-diff(aggcontext)+forced-parallel-leg
jsonb_object_agg_finalfn	agg-state	real-PG	fixed-corpus(aggregate)		cgf-native-diff(aggcontext)+forced-parallel-leg
jsonb_build_array	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonb_build_object	wall	real-PG	fixed-corpus(named)		cgf-native-diff
dist_ppoly	wall	real-PG	fixed-corpus(named)		cgf-native-diff
array_position	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
array_position_start	typcache	real-PG	fixed-corpus(proname)		cgf-native-diff(typcache-mock)
array_positions	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
dist_polyp	wall	real-PG	fixed-corpus(named)		cgf-native-diff
pg_read_file_off_len_missing	state	real-PG	fixed-corpus(proname)	irreducible	cgf-sql-differential-pinned-state
show_config_by_name_missing_ok	state	real-PG	fixed-corpus(proname)	mockable-in-process	cgf-native-diff(seam-mock)
pg_read_binary_file_off_len_missing	state	real-PG	fixed-corpus(proname)	irreducible	cgf-sql-differential-pinned-state
pg_notification_queue_usage	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_ls_dir	state	real-PG	fixed-corpus(named)	irreducible	cgf-sql-differential-pinned-state
row_security_active	state	real-PG	fixed-corpus(named)	mockable-in-process	cgf-native-diff(seam-mock)
row_security_active_name	state	real-PG	fixed-corpus(proname)	mockable-in-process	cgf-native-diff(seam-mock)
jsonb_concat	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonb_delete	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonb_delete	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonb_delete_path	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonb_set	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonb_pretty	wall	real-PG	fixed-corpus(named)		cgf-native-diff
pg_stat_file	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
pg_stat_get_wal_receiver	state	none	none	irreducible	invariant-only
pg_stat_get_progress_info	state	none	none	irreducible	invariant-only
tsvector_filter	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
tsvector_setweight_by_filter	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
tsvector_delete_str	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
tsvector_unnest	engine	none	none		cgf-native-diff(engine-kernel)
tsvector_delete_arr	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
tsvector_to_array	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
array_to_tsvector	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
bpchar_sortsupport	port	real-PG	fixed-corpus(index-implicit,conditional)		cgf-sql-differential
show_all_file_settings	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
pg_current_wal_flush_lsn	state	none	none	irreducible	invariant-only
btbpchar_pattern_sortsupport	port	real-PG	fixed-corpus(index-implicit,conditional)		cgf-sql-differential
numeric_serialize	state	real-PG	fixed-corpus(parallel-agg-only,conditional)	mockable-in-process	cgf-native-diff(seam-mock)
numeric_deserialize	state	real-PG	fixed-corpus(parallel-agg-only,conditional)	mockable-in-process	cgf-native-diff(seam-mock)
numeric_avg_combine	state	real-PG	fixed-corpus(named)	mockable-in-process	cgf-native-diff(seam-mock)
numeric_poly_combine	state	real-PG	fixed-corpus(named)	mockable-in-process	cgf-native-diff(seam-mock)
numeric_poly_serialize	state	real-PG	fixed-corpus(parallel-agg-only,conditional)	mockable-in-process	cgf-native-diff(seam-mock)
numeric_poly_deserialize	state	real-PG	fixed-corpus(parallel-agg-only,conditional)	mockable-in-process	cgf-native-diff(seam-mock)
numeric_combine	state	real-PG	fixed-corpus(named)	mockable-in-process	cgf-native-diff(seam-mock)
jsonb_delete	wall	real-PG	fixed-corpus(named)		cgf-native-diff
pg_get_partkeydef	state	real-PG	fixed-corpus(named)	mockable-with-new-seam	cgf-native-diff(seam-mock)
pg_ls_logdir	state	none	none	irreducible	cgf-sql-differential-pinned-state
pg_ls_waldir	state	real-PG	fixed-corpus(named)	irreducible	cgf-sql-differential-pinned-state
pg_ndistinct_in	state	real-PG	fixed-corpus(type-literal)	mixed-triage	triage-then-cgf-or-invariant
pg_ndistinct_out	state	real-PG	fixed-corpus(type-literal)	mixed-triage	triage-then-cgf-or-invariant
pg_ndistinct_recv	state	real-PG	fixed-corpus(wire-name-only,weak)	mixed-triage	triage-then-cgf-or-invariant
pg_ndistinct_send	state	real-PG	fixed-corpus(wire-name-only,weak)	mixed-triage	triage-then-cgf-or-invariant
pg_safe_snapshot_blocking_pids	state	none	none	irreducible	invariant-only
pg_isolation_test_session_is_blocked	state	none	none	irreducible	invariant-only
pg_identify_object_as_address	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
int8_avg_accum_inv	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
numeric_poly_sum	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
numeric_poly_avg	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
numeric_poly_var_pop	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
numeric_poly_var_samp	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
numeric_poly_stddev_pop	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
numeric_poly_stddev_samp	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
regexp_match_no_flags	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_match	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
pg_config	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_hba_file_rules	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_statistics_obj_is_visible	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_dependencies_in	state	real-PG	fixed-corpus(type-literal)	mixed-triage	triage-then-cgf-or-invariant
pg_dependencies_out	state	real-PG	fixed-corpus(type-literal)	mixed-triage	triage-then-cgf-or-invariant
pg_dependencies_recv	state	real-PG	fixed-corpus(wire-name-only,weak)	mixed-triage	triage-then-cgf-or-invariant
pg_dependencies_send	state	real-PG	fixed-corpus(wire-name-only,weak)	mixed-triage	triage-then-cgf-or-invariant
pg_get_partition_constraintdef	state	real-PG	fixed-corpus(named)	mockable-with-new-seam	cgf-native-diff(seam-mock)
pg_get_statisticsobjdef	state	real-PG	fixed-corpus(named)	mockable-with-new-seam	cgf-native-diff(seam-mock)
hash_range_extended	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
sha224_bytea	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
sha256_bytea	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
sha384_bytea	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
sha512_bytea	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
pg_partition_tree	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_partition_root	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_partition_ancestors	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_stat_get_db_checksum_failures	state	none	none	irreducible	invariant-only
pg_stats_ext_mcvlist_items	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_stat_get_db_checksum_last_failure	state	none	none	irreducible	invariant-only
gtsvector_options	engine	real-PG	fixed-corpus(index-implicit,conditional)		index-battery+amcheck
gist_point_sortsupport	non-surface	real-PG	fixed-corpus(index-implicit,conditional)		cgf-sql-differential
pg_promote	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_control_system	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_control_checkpoint	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_control_recovery	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
pg_control_init	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
macaddr8_recv	blocked	real-PG	fixed-corpus(wire-name-only,weak)		cgf-sql-differential
pg_filenode_relation	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
be_lo_from_bytea	state	real-PG	fixed-corpus(proname)	irreducible	cgf-sql-differential-pinned-state
be_lo_get	state	real-PG	fixed-corpus(proname)	irreducible	cgf-sql-differential-pinned-state
be_lo_get_fragment	state	real-PG	fixed-corpus(proname)	irreducible	cgf-sql-differential-pinned-state
be_lo_put	state	real-PG	fixed-corpus(proname)	irreducible	cgf-sql-differential-pinned-state
make_timestamptz_at_timezone	wall	none	none		cgf-native-diff
jsonb_array_elements_text	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
jsonb_populate_recordset	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
to_regoperator	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
to_regprocedure	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
jsonb_to_record	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
jsonb_to_recordset	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
to_regoper	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
to_regtype	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
to_regproc	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
to_regclass	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
enum_out	wall	none	none		cgf-native-diff
enum_first	blocked	real-PG	fixed-corpus(named)		cgf-sql-differential
enum_last	blocked	real-PG	fixed-corpus(named)		cgf-sql-differential
enum_range_bounds	blocked	real-PG	fixed-corpus(proname)		cgf-sql-differential
enum_range_all	blocked	real-PG	fixed-corpus(proname)		cgf-sql-differential
enum_recv	blocked	none	none		cgf-sql-differential
enum_send	wall	none	none		cgf-native-diff
string_agg_transfn	blocked	real-PG	fixed-corpus(named)		cgf-sql-differential
string_agg_finalfn	blocked	real-PG	fixed-corpus(aggregate)		cgf-sql-differential
pg_describe_object	state	real-PG	fixed-corpus(named)	mockable-with-new-seam	cgf-native-diff(seam-mock)
text_format	wall	none	none		cgf-native-diff
text_format_nv	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
bytea_string_agg_transfn	blocked	real-PG	fixed-corpus(aggregate)		cgf-sql-differential
bytea_string_agg_finalfn	blocked	real-PG	fixed-corpus(aggregate)		cgf-sql-differential
numeric_accum_inv	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
pg_event_trigger_dropped_objects	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
int2_accum_inv	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
int4_accum_inv	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
int8_accum_inv	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
pg_logical_emit_message_text	state	none	none	irreducible	invariant-only
pg_logical_emit_message_bytea	state	none	none	irreducible	invariant-only
jsonb_insert	wall	real-PG	fixed-corpus(named)		cgf-native-diff
pg_xact_commit_timestamp	state	none	none	irreducible	cgf-sql-differential-pinned-state
binary_upgrade_set_next_pg_type_oid	state	none	none	irreducible	pg_upgrade-e2e
pg_last_committed_xact	state	none	none	irreducible	cgf-sql-differential-pinned-state
binary_upgrade_set_next_pg_enum_oid	state	none	none	irreducible	pg_upgrade-e2e
binary_upgrade_set_next_pg_authid_oid	state	none	none	irreducible	pg_upgrade-e2e
binary_upgrade_create_empty_extension	state	none	none	irreducible	pg_upgrade-e2e
tsvectorin	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
tsvectorout	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
tsqueryin	engine	real-PG	fixed-corpus(type-literal)		cgf-native-diff(engine-kernel)
tsqueryout	engine	real-PG	fixed-corpus(type-literal)		cgf-native-diff(engine-kernel)
tsvector_lt	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsvector_le	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsvector_eq	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsvector_ne	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsvector_ge	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsvector_gt	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsvector_cmp	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
tsvector_strip	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
tsvector_setweight	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
tsvector_concat	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
ts_match_vq	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
ts_match_qv	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsvectorsend	engine	real-PG	fixed-corpus(wire-name-only,weak)		cgf-native-diff(engine-kernel)
tsvectorrecv	engine	real-PG	fixed-corpus(wire-name-only,weak)		cgf-native-diff(engine-kernel)
tsquerysend	engine	real-PG	fixed-corpus(wire-name-only,weak)		cgf-native-diff(engine-kernel)
tsqueryrecv	engine	real-PG	fixed-corpus(wire-name-only,weak)		cgf-native-diff(engine-kernel)
gtsvectorin	engine	real-PG	fixed-corpus(type-literal)		index-battery+amcheck
gtsvectorout	engine	real-PG	fixed-corpus(type-literal)		index-battery+amcheck
gtsvector_compress	engine	real-PG	fixed-corpus(index-implicit,conditional)		index-battery+amcheck
gtsvector_decompress	engine	real-PG	fixed-corpus(index-implicit,conditional)		index-battery+amcheck
gtsvector_picksplit	engine	real-PG	fixed-corpus(index-implicit,conditional)		index-battery+amcheck
gtsvector_union	engine	real-PG	fixed-corpus(index-implicit,conditional)		index-battery+amcheck
gtsvector_same	engine	real-PG	fixed-corpus(index-implicit,conditional)		index-battery+amcheck
gtsvector_penalty	engine	real-PG	fixed-corpus(index-implicit,conditional)		index-battery+amcheck
gtsvector_consistent	engine	real-PG	fixed-corpus(index-implicit,conditional)		index-battery+amcheck
tsquery_lt	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsquery_le	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsquery_eq	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsquery_ne	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsquery_ge	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsquery_gt	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsquery_cmp	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
tsquery_and	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsquery_or	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsquery_not	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsquery_numnode	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
tsquerytree	engine	none	none		cgf-native-diff(engine-kernel)
tsquery_rewrite	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
tsquery_rewrite_query	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_stat1	state	none	none	irreducible	cgf-sql-differential-pinned-state
ts_stat2	state	none	none	irreducible	cgf-sql-differential-pinned-state
tsq_mcontains	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
tsq_mcontained	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
gtsquery_compress	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
gtsquery_consistent	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
ts_rank_wttf	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_rank_wtt	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_rank_ttf	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_rank_tt	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_rankcd_wttf	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_rankcd_wtt	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_rankcd_ttf	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_rankcd_tt	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
tsvector_length	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_token_type_byid	engine	none	none		cgf-native-diff(engine-kernel)
ts_token_type_byname	engine	none	none		cgf-native-diff(engine-kernel)
ts_parse_byid	engine	none	none		cgf-native-diff(engine-kernel)
ts_parse_byname	engine	none	none		cgf-native-diff(engine-kernel)
prsd_start	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
prsd_nexttoken	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
prsd_end	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
prsd_headline	engine	none	none		cgf-native-diff(engine-kernel)
prsd_lextype	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
ts_lexize	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
gin_cmp_tslexeme	engine	real-PG	fixed-corpus(index-implicit,conditional)		index-battery+amcheck
dsimple_init	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
dsimple_lexize	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
dsynonym_init	engine	none	none		cgf-native-diff(engine-kernel)
dsynonym_lexize	engine	none	none		cgf-native-diff(engine-kernel)
dispell_init	engine	none	none		cgf-native-diff(engine-kernel)
dispell_lexize	engine	none	none		cgf-native-diff(engine-kernel)
regconfigin	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regconfigout	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regconfigrecv	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regconfigsend	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
thesaurus_init	engine	none	none		cgf-native-diff(engine-kernel)
thesaurus_lexize	engine	none	none		cgf-native-diff(engine-kernel)
ts_headline_byid_opt	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_headline_byid	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
to_tsvector_byid	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
to_tsquery_byid	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
plainto_tsquery_byid	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
to_tsvector	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
to_tsquery	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
plainto_tsquery	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
tsvector_update_trigger_byid	state	real-PG	fixed-corpus(proname)	mockable-with-new-seam	cgf-sql-differential-pinned-state
ts_headline_opt	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_headline	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
get_current_ts_config	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
ts_match_tt	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
ts_match_tq	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
regdictionaryin	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regdictionaryout	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regdictionaryrecv	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regdictionarysend	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
pg_stat_reset_shared	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
pg_tablespace_location	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_create_physical_replication_slot	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_drop_replication_slot	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_get_replication_slots	state	none	none	mockable-with-new-seam	cgf-native-diff(seam-mock)
pg_logical_slot_get_changes	state	none	none	irreducible	invariant-only
pg_logical_slot_peek_changes	state	none	none	irreducible	invariant-only
pg_create_logical_replication_slot	state	none	none	mixed-triage	triage-then-cgf-or-invariant
to_jsonb	wall	real-PG	fixed-corpus(named)		cgf-native-diff
