family	harness	flags	expected	tier	time_s	notes
cash	proofs::eq_int8_cash_fdbig	-Z c-ffi -Z stubbing --c-lib c/pg_cash.c --solver kissat --exact	green	per-commit	10	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|RECIPE-FIX 2026-07-30: measure sweep NO-VERDICT (stub attr rejected without -Z stubbing); flag added, re-sweep owed|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 10s
cash	proofs::eq_int8_cash_fdneg	-Z c-ffi -Z stubbing --c-lib c/pg_cash.c --solver kissat --exact	green	per-commit	10	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|RECIPE-FIX 2026-07-30: measure sweep NO-VERDICT (stub attr rejected without -Z stubbing); flag added, re-sweep owed|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 10s
cash	proofs::eq_int8_mul_cash	-Z c-ffi -Z stubbing --c-lib c/pg_cash.c --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|RECIPE-FIX 2026-07-30: measure sweep NO-VERDICT (stub attr rejected without -Z stubbing); flag added, re-sweep owed|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
cash	proofs::int_cash_fd_cells_cover	-Z c-ffi --c-lib c/pg_cash.c --solver kissat --exact	green	per-commit	10	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 10s
cash	proofs::proved_cash_div_min_by_neg1_22003_int8	-Z c-ffi -Z stubbing --c-lib c/pg_cash.c --solver kissat --exact	green	per-commit	3.5	RATIFIED divergence theorem (2026-07-31 Michael option 1, ledger rows 865/867/3345): MIN/-1 -> 22003 per int8div precedent; Rust-only (C UB on this cell); replaces rust_panics_cash_div_min_by_neg1; local run 2026-07-31
cash	proofs::proved_cash_div_min_by_neg1_22003_int4	-Z c-ffi -Z stubbing --c-lib c/pg_cash.c --solver kissat --exact	green	per-commit	2.0	RATIFIED divergence theorem (2026-07-31 Michael option 1, ledger rows 865/867/3345): MIN/-1 -> 22003 per int8div precedent; Rust-only (C UB on this cell); replaces rust_panics_cash_div_min_by_neg1; local run 2026-07-31
cash	proofs::proved_cash_div_min_by_neg1_22003_int2	-Z c-ffi -Z stubbing --c-lib c/pg_cash.c --solver kissat --exact	green	per-commit	1.4	RATIFIED divergence theorem (2026-07-31 Michael option 1, ledger rows 865/867/3345): MIN/-1 -> 22003 per int8div precedent; Rust-only (C UB on this cell); replaces rust_panics_cash_div_min_by_neg1; local run 2026-07-31
cash	proofs::rust_panics_cash_div_min_by_neg1	-Z c-ffi --c-lib c/pg_cash.c --solver kissat --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|TRIAGE 2026-07-30: should_panic harness; fleet+local FAILED = kani caller_location unsupported-construct (kani#374) counted as non-panic failure, NOT a verdict; do NOT relabel must-fail (design intent is SUCCESSFUL); harness repair or kani fix owed
datetime-b	proofs::control_interval_avg_serialize_swap	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c -Z concrete-playback --concrete-playback=print --exact	must-fail	unmeasured	70	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: must-fail; expect: VERIFICATION FAILED (day/month swap skew; DEFAULT solver)|MEASURE-SWEEP 2026-07-30: VERIFICATION FAILED as designed (negative control); relabeled must-fail; gating-tier adjudication pending (Michael)
datetime-b	proofs::control_make_date_day_skew	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c -Z concrete-playback --concrete-playback=print --exact	must-fail	unmeasured	50	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: must-fail; expect: VERIFICATION FAILED w/ decodable counterexample (DEFAULT solver)|MEASURE-SWEEP 2026-07-30: VERIFICATION FAILED as designed (negative control); relabeled must-fail; gating-tier adjudication pending (Michael)
datetime-b	proofs::control_time_scale_typmod_skew	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c -Z concrete-playback --concrete-playback=print --exact	must-fail	unmeasured	40	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: must-fail; expect: VERIFICATION FAILED w/ decodable counterexample (DEFAULT solver)|MEASURE-SWEEP 2026-07-30: VERIFICATION FAILED as designed (negative control); relabeled must-fail; gating-tier adjudication pending (Michael)
datetime-b	proofs::cover_make_date_year_bands	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	40	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (MANDATORY band union coverage: outside bands both sides reject pre-divider)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 40s
datetime-b	proofs::eq_interval_avg_accum_inv_core	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	per-commit	50	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (discard + N==0 reset arm)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 50s
datetime-b	proofs::eq_interval_avg_combine_core	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	per-commit	40	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (dual symbolic states, non-null path)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 40s
datetime-b	proofs::eq_interval_avg_deserialize_fc	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	per-commit	50	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (symbolic 40B payload; agg_context stubbed; state-field parity)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 50s
datetime-b	proofs::eq_interval_avg_serialize_fc	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	50	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (literal offsets; header + 40B payload; mcx-stub model incl grow/dealloc)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 50s
datetime-b	proofs::eq_interval_sum_fc	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	per-commit	50	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (pure lattice, null verdict + 16B image + 22008 parity)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 50s
datetime-b	proofs::eq_make_date_ad_band	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (23-bit literal-masked AD years x full m/d; /100 & /4 on narrowed dividend; DEFAULT first, mixed-arm)
datetime-b	proofs::eq_make_date_bc_band	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	per-commit	60	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (BC fold + year-zero arm)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 60s
datetime-b	proofs::eq_make_date_full	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: ladder; expect: honest screen of the loop-free date2j face — PROVED or wall(band-immune); on wall record proved(bands+spots) + tested(differential), do NOT ladder further
datetime-b	proofs::eq_make_time_secgrid	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (full h/min x 16 literal secs incl NaN/Inf/60.0 edges; rint==round_ties_even precedent)
datetime-b	proofs::eq_make_timestamp_ad_band	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: ladder; expect: PROVED (date2j band + checked i64 ops + IS_VALID_TIMESTAMP; DEFAULT first)
datetime-b	proofs::eq_make_timestamp_bc_band	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: ladder; expect: PROVED (sibling)
datetime-b	proofs::eq_time_scale_p6	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	40	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: ladder; expect: PROVED if /1 folds; else wall(band-immune) -> spots+differential stand; fence time != i64::MIN documented in-code|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 40s
datetime-b	proofs::eq_time_scale_typmod_neg	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	40	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (identity plane, full-i64 time)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 40s
datetime-b	proofs::eq_time_scale_typmod_over	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	10	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (typmod 7 literal, no-op plane)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 10s
datetime-b	proofs::eq_timetz_part_tz	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	per-commit	40	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (zone full-symbolic, no divider in DTK_TZ arm; Rust literal-token decode in-theorem)  # REPAIRED 2026-07-29: TLS stub pair (env_var_zero+once_lock) for Linux pthread_key_create status-6; zone contract fence|zone|<57600; DEFAULT solver (kissat false-fails here); locally PROVED 4.8s|FLEET-CONFIRM 2026-07-31 job pgrust-kani-suite-1785526030-3461-77428 @ e4f99485c8 (Linux c8g.16xlarge): VERIFICATION SUCCESSFUL 40s — Linux TLS pthread_key_create crash class cleared (numeric-probe stub recipe)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 40s
datetime-b	proofs::eq_timetz_part_tz_hour	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	50	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: ladder; expect: PROVED if i32/3600 is cheap; else wall(band-immune, loop-free) -> native differential stands|FLEET-CONFIRM 2026-07-31 job pgrust-kani-suite-1785526030-3461-77428 @ e4f99485c8 (Linux c8g.16xlarge): VERIFICATION SUCCESSFUL 50s — Linux TLS pthread_key_create crash class cleared (numeric-probe stub recipe)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 50s
datetime-b	proofs::eq_timetz_part_tz_minute	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	50	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: ladder; expect: PROVED or wall as tz_hour (/60 then %60)|FLEET-CONFIRM 2026-07-31 job pgrust-kani-suite-1785526030-3461-77428 @ e4f99485c8 (Linux c8g.16xlarge): VERIFICATION SUCCESSFUL 50s — Linux TLS pthread_key_create crash class cleared (numeric-probe stub recipe)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 50s
datetime-b	proofs::eq_timetz_scale_typmod_neg	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (identity plane + 12B by-ref image, mcx-stub model)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
datetime-b	proofs::spot_make_date	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (18 boundary cells incl leap grid, julian edges, i32 extremes)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
datetime-b	proofs::spot_make_timestamp	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (END_TIMESTAMP edges, 24:00 fold, BC julian min)
datetime-b	proofs::spot_time_scale	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (24 concrete cells, one symbolic index)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
datetime-b	proofs::spot_timetz_part_tz_time_nonzero	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	50	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (concrete time folds timetz2tm; zone symbolic)  # REPAIRED 2026-07-29: TLS stub pair + zone fence; locally PROVED 4.7s (kissat)|FLEET-CONFIRM 2026-07-31 job pgrust-kani-suite-1785526030-3461-77428 @ e4f99485c8 (Linux c8g.16xlarge): VERIFICATION SUCCESSFUL 50s — Linux TLS pthread_key_create crash class cleared (numeric-probe stub recipe)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 50s
datetime-b	proofs::spot_timetz_scale	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED (concrete time cells, FULL-symbolic zone passthrough)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
datetime-b	proofs::witness_interval_avg_deserialize_trailing	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c -Z concrete-playback --concrete-playback=print --exact	must-fail	unmeasured	30	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: must-fail(witness); expect: VERIFICATION FAILED = SCREENED DIVERGENCE (see header rule: ground-truth on docker postgres:18 BEFORE recording; a PASS is a vacuity finding)|MEASURE-SWEEP 2026-07-30: VERIFICATION FAILED as designed (negative control); relabeled must-fail; gating-tier adjudication pending (Michael)
datetime-b	rem::control_date_send_skew	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	must-fail	unmeasured	100	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|MEASURE-SWEEP 2026-07-30: VERIFICATION FAILED as designed (negative control); relabeled must-fail; gating-tier adjudication pending (Michael)
datetime-b	rem::control_overlaps_time_swap_skew	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	must-fail	unmeasured	10	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|MEASURE-SWEEP 2026-07-30: VERIFICATION FAILED as designed (negative control); relabeled must-fail; gating-tier adjudication pending (Michael)
datetime-b	rem::eq_date_finite	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	10	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 0.21s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 10s
datetime-b	rem::eq_date_mi	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 0.86s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
datetime-b	rem::eq_date_recv	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	release-gate	150	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 77.8s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 150s
datetime-b	rem::eq_date_send	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	release-gate	110	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 63.7s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 110s
datetime-b	rem::eq_date_timestamp	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 3.8s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
datetime-b	rem::eq_datetime_timestamp	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	release-gate	80	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 7.2s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 80s
datetime-b	rem::eq_datetimetz_timestamptz	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 4.1s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
datetime-b	rem::eq_hashdate	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 0.75s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
datetime-b	rem::eq_hashdate_extended	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 4.2s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
datetime-b	rem::eq_in_range_date_interval_m0d0	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	50	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 14.3s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 50s
datetime-b	rem::eq_in_range_date_interval_noend	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 2.8s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
datetime-b	rem::eq_in_range_time_interval	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 1.9s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
datetime-b	rem::eq_in_range_timetz_interval	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	per-commit	40	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 31.4s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 40s
datetime-b	rem::eq_interval_finite	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 0.40s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
datetime-b	rem::eq_interval_hash_band	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	40	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 20.9s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 40s
datetime-b	rem::eq_interval_hash_ext_m0d0	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 4.8s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
datetime-b	rem::eq_interval_hash_m0d0	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 1.1s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
datetime-b	rem::eq_interval_recv_typmod_neg	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	release-gate	341	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 341s
datetime-b	rem::eq_interval_scale_typmod_neg	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 4.6s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
datetime-b	rem::eq_interval_send	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	release-gate	361	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 361s
datetime-b	rem::eq_interval_time_err_plane	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	per-commit	10	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 0.74s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 10s
datetime-b	rem::eq_interval_time_screen	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)
datetime-b	rem::eq_overlaps_time	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --exact	green	per-commit	10	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 1.1s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 10s
datetime-b	rem::eq_overlaps_timetz	-Z c-ffi -Z stubbing --c-lib c/pg_datetime_b.c --solver kissat --exact	green	release-gate	321	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green 235.9s|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 321s
