# runtime-cost-constants.tsv — the step-1 runtime cost model's constants of
# record (runtime-cost-model-design.md §3 rule 1: a routing constant without
# provenance and an automated honesty check is a latent regression).
# Structural twin of m5-coverage.tsv. Pinned against
# costsize/src/runtime_model.rs by its `constants_match_tsv` unit test;
# generated by scripts/runtime-cost-fit.py from the WITNESSED v2 ladder
# (M5ROWFLIP2 rows of scripts/m5-rowflip-measure-v2.sh: per-leg engine
# pins, serial/legacy negative witnesses, legacy Workers-Launched witness,
# runtime dop-pinned engagement, fast-profile server; the contaminated v1
# record is retired — scratchpad/night/hj-ladder-v2-and-seat-letter.md).
# Units: legacy-row-equivalents (ratio-normalized — legacy per-row work
# == 1; verdicts are ratio comparisons, absolute anchor cancels; step 2
# rebases to cost units via the t34 anchor).
# Model: t_rt = c_engage + w_row*N/D; t_leg = l_setup + N/min(D,l_cap);
# suppress iff t_rt/t_leg <= 1.0 && N >= n_min_fit.
#
# ROUTING STATUS (t36 flips2): the THREE witnessed rot cells decide by
# curve at default — PGRUST_M5_COST_ROUTE unset = CbPlainAggFold,
# CbGroupedAggTextKey, CbHashJoinPlainAgg (GL-COST class flip letters,
# notes/gl-cost-class-flip-letters.md); `shadow` is the kill that restores
# floors-decide everywhere; every other curve-modeled class stays SHADOW.
# The witnessed record contradicts three shipped rectangles at
# measured cells (the runtime_model disagreement pin):
#   CbPlainAggFold 1M@dop4 suppressed at 1.258x loss;
#   CbGroupedAggTextKey 1M/2.5M@dop4 suppressed at 1.130/1.339x loss;
#   CbHashJoinPlainAgg 1M@dop4 suppressed at 1.319x loss;
#   CbHashJoinPlainAgg 2.5M@dop16 kept at a 0.923 forgone win.
# Each is a flip-gate candidate needing its GL-COST-<class> letter.
# Heap-scan classes engaged at dop<DOP in some cells (runtime witness
# dopN-MISMATCH, a scan-program item): their ratios are honest
# "what suppression delivers" wall ratios.
# Term classes beyond the curve terms:
#   admission_*      — executor-admission MIRROR, never retired by cost
#                      routing (m5-5 reading #3).
#   curve_reuse      — class rides another class's fitted curve (value =
#   rectangle_max_rows — a guarded-off/bounded rectangle OF RECORD set by
#                      witnessed cells (GL-COST-2 unwire rows); the note
#                      carries the grid and the reopen path.
#                      that class), matching the shipped guard reuse.
#   hold_groups_min  — classify-time groupby-high HOLD; retired at step 2.
# WITNESS column (the witnessed-ladder-discipline census; pinned by
# runtime_model::witness_census_is_pinned):
#   witnessed-v2      — fit from WITNESSED M5ROWFLIP2 cells (per-leg engine
#                       pins + negative witnesses; the vehicle of record).
#   witnessed-ab      — pinned by a timed unforced A/B with its fleet
#                       letter in the provenance columns.
#   unwitnessed-reuse — rides another class's fitted curve with NO witnessed
#                       cells of its own. UNUSABLE as fit evidence: the row
#                       may keep following its host curve (the shipped guard
#                       reuse it mirrors) but may NOT be refit, re-anchored,
#                       or flipped to an own curve until its ladder cells are
#                       witnessed (specs: notes/runtime-cost-ladder-specs.md;
#                       owner GL-COST-2 / GL-AGGPOLY-1).
#   structural        — not an economics constant (admission mirror /
#                       no-curve marker); witness status not applicable.
#   witnessed-refutes-reuse — the class HAS witnessed cells of its own and
#                       they CONTRADICT the host curve it rides; the reuse
#                       stays wired only because unwiring is a routing
#                       change that must ride its GL letter — the row's
#                       note carries the measured grid and the urgency.
#   unwitnessed-debt  — a NAMED cell where two routing mechanisms disagree
#                       and neither side has the witnessed measurement that
#                       adjudicates it; the census + ladder spec own filling
#                       it. Like unwitnessed-reuse, unusable as fit evidence.
class	term	value	unit	fit_jobs	sha	date	ladder_script	owning_arm_killswitch	note	witness
SerialTopnNonInt	rt_setup_text_lead	1.76	ms	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_rate_text_lead	5.4498e-6	ms/row	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_cap_text_lead	14.96	workers	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	s_gran_text_datum	0.1665	ms/granule	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_setup_text_datum	3.39	ms	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_rate_text_datum	1.6108e-5	ms/row	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_cap_text_datum	12.95	workers	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_setup_text_datum	1.79	ms	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_rate_text_datum	4.6133e-6	ms/row	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_cap_text_datum	15.54	workers	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTsTruncFold	s_row_serial	1.0100e-6	ms/row	-0c51/-2e14/-70ed/-66f5	cd271d726	2026-07-21	fleet letter in branch commit	PGRUST_LANE_V2_EXPRKEY_TOPN	pinned at the LOSING scale (conservative at mid-scale); crossover ~855k pages inside the witnessed bracket, same order as the shipped 1e6 fence	witnessed-ab
SerialTsTruncFold	leg_setup	37.33	ms	-0c51/-2e14/-70ed/-66f5	cd271d726	2026-07-21	fleet letter in branch commit	PGRUST_LANE_V2_EXPRKEY_TOPN	ordered partial-agg exchange, dop-flat over the witnessed cells	witnessed-ab
SerialTsTruncFold	leg_rate	6.6667e-8	ms/row	-0c51/-2e14/-70ed/-66f5	cd271d726	2026-07-21	fleet letter in branch commit	PGRUST_LANE_V2_EXPRKEY_TOPN	-	witnessed-ab
SerialTsTruncFold	n_min_fit	1e7	rows	-0c51/-2e14/-70ed/-66f5	cd271d726	2026-07-21	fleet letter in branch commit	PGRUST_LANE_V2_EXPRKEY_TOPN	below support the term ABSTAINS	witnessed-ab
SerialTopnSelQual	ser_flat_ms	126.2	ms	-31c8/-0156	0cb3ab3f2	2026-07-22	scratchpad/night/residual-bornred-rig	PGRUST_LANE_V2_TOPN_NONINT	starved serial zone walk, star-wide class, flat at its WORST witnessed wall (improves toward census scale — conservative)	witnessed-ab
SerialTopnSelQual	gm_setup	24.7721	ms	-31c8/-0156/-2f77/-671f	d0f6104ac	2026-07-22	scratchpad/night/residual-bornred-rig	PGRUST_LANE_V2_TOPN_NONINT	kept Gather (Merge), width-blind wide projection; both scale cells from the stock-posture legs of record (147.8 @1e7 / 1255.4 @1e8 fresh-stats)	witnessed-ab
SerialTopnSelQual	gm_rate	1.2306e-5	ms/row	-31c8/-0156/-2f77/-671f	d0f6104ac	2026-07-22	scratchpad/night/residual-bornred-rig	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnSelQual	n_min_fit	1e7	rows	-31c8/-0156	0cb3ab3f2	2026-07-22	scratchpad/night/residual-bornred-rig	PGRUST_LANE_V2_TOPN_NONINT	below support the ENFORCED verdict stays keep-Gather (incumbent)	witnessed-ab
SerialScanFoldMeta	s_meta	7.3728e-4	ms/granule	-1784634348-6239	45f07dd71	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	footer META answer per granule (zone-provable qual posture); SINGLE-CELL anchor — ladder spec L7 owns the grid	witnessed-ab
SerialScanFoldMeta	ser_setup_ms	0.2	ms	-1784634348-6239	45f07dd71	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialScanFoldMeta	par_rate	9.7200e-6	ms/row	-1784634348-6239	45f07dd71	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	both parallel engines at parity on the anchor cell; one curve until L7 splits them	witnessed-ab
SerialScanFoldMeta	par_cap	12	workers	-1784634348-6239	45f07dd71	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialScanFoldMeta	n_min_fit	1e7	rows	-1784634348-6239	45f07dd71	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	below support (or a non-META qual posture) the term ABSTAINS	witnessed-ab
# --- SerialTopnIntBounded (GL-COST-TOPN-1 four-posture grid folded into
# the serial term's support; coordinator routing 2026-07-21): two
# witnessed k-planes (uniform pseudo-random int keys, N 250k-10M x dop
# 1-16 x LIMIT {10,1000} x postures {serial, forced-GM, pinned-runtime,
# stock}; 50 serial:neg-ok cells). Three-way vocabulary the 2-engine
# rt/GM curve cannot price: k=10 plane serial-dominant everywhere,
# k=1000 plane Gather-Merge-dominant everywhere, the arm wins zero
# best-of-four cells. Letter scratchpad/night/GL-COST-TOPN-1-letter.md.
SerialTopnIntBounded	ser_setup_k10	1.5474	ms	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	the k=10 serial dominance plane (GL-COST-TOPN-1: zone walk skips ~99% of granules; flat 1.2-2.4ms across 40x N)	witnessed-ab
SerialTopnIntBounded	ser_row_k10	1.0213e-7	ms/row	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialTopnIntBounded	gm_setup_k10	1.3707	ms	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	t_gather for this family prices the forced GATHER MERGE plan (the class's legacy engine of record post guard-off)	witnessed-ab
SerialTopnIntBounded	gm_rate_k10	2.2784e-6	ms/row	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialTopnIntBounded	gm_cap_k10	6.37	workers	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialTopnIntBounded	arm_setup_k10	1.7908	ms	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialTopnIntBounded	arm_rate_k10	3.4752e-7	ms/row	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialTopnIntBounded	arm_cap_k10	1.59	workers	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialTopnIntBounded	ser_setup_k1000	17.9200	ms	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	the k=1000 GM-dominance plane (cutoff passes ~half the zones)	witnessed-ab
SerialTopnIntBounded	ser_row_k1000	2.9518e-6	ms/row	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialTopnIntBounded	gm_setup_k1000	2.4454	ms	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialTopnIntBounded	gm_rate_k1000	2.4384e-6	ms/row	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialTopnIntBounded	gm_cap_k1000	6.33	workers	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialTopnIntBounded	arm_setup_k1000	19.5314	ms	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialTopnIntBounded	arm_rate_k1000	4.8864e-6	ms/row	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialTopnIntBounded	arm_cap_k1000	3.25	workers	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialTopnIntBounded	k_lo	10	rows	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	witnessed plane bound; the (10,1000) k-band is unwitnessed — verdict ABSTAINS (L7 owns the sweep)	witnessed-ab
SerialTopnIntBounded	k_hi	1000	rows	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	-	witnessed-ab
SerialTopnIntBounded	n_min_fit	2.5e5	rows	-376a/-3d75/-7436/-7d0c/-4b35	27db94812	2026-07-21	scripts/sortecon-topn-ladder.sh	PGRUST_RUNTIME	below support the family ABSTAINS	witnessed-ab
