# Per-line coverage exceptions (LIT-REVIEW-100PCT §5.1/§8 discipline).
# Row = {file, line, class, c_counterpart, justification, author, review}.
# class ∈ defensive-c-parity | unreachable-arm | platform-other | debug-only.
# Governance: rows enter by PR review only; counted per crate in standings.
# Prefer promotion to a Kani infeasibility proof where the fence is cheap.
#
# MEASUREMENT NOTES (not exceptions — executed lines the instrument leaves
# unmapped, the known multiline-format!-literal false-red class):
#   crates/common/percentrepl/src/lib.rs:43,46 — string-literal continuation
#     lines of format!() inside the EXECUTED unknown-placeholder error arm
#     (neighbors carry DA=317 in the strfam capture 2026-07-30); llvm-cov
#     emits no DA record for them. Board flag: macro_attrib/merge-coverage
#     does not credit multiline format! literals.
#   crates/common/wait_error/src/lib.rs:101 — same class, signaled arm
#     (neighbors DA=5).
#
# p1-lanee batch (2026-07-31) — MEASUREMENT NOTES, adjudicated residual of the
# encoding-batch merge (adt_ascii + base64; fleet 10M + local lcov union,
# 147/161 v2-SLOC): none of the 14 residual lines is reachable-untested
# logic; eyeballed per the pre-share rendered-red audit rule.
#   CONST DATA TABLES the v2 table-exclusion heuristic missed (denominator-
#   exclusion candidates; content certified by proofs + the 10M-exec fleet
#   differential):
#     crates/backend/utils/adt/adt_ascii/src/lib.rs:17-24 (LATIN1/2/9+WIN1250
#       maps, b"..." literal form; C ascii.c in-function string literals),
#       :144 (ASCII_BUILTINS registry head)
#     crates/common/base64/src/lib.rs:7 (B64LOOKUP; cells exercised by
#       proofs/hashenc eq_b64_decode_len0..8 symbolic bytes)
#   CONST-EVAL-ONLY fns, no runtime code (laned int8 const-table-machinery
#   precedent): adt_ascii/src/lib.rs:140-141.
#   MULTILINE format!-LITERAL continuation of an EXECUTED arm (known llvm-cov
#   unmapped class, lanec precedent): adt_ascii/src/lib.rs:113
#   (conversion_not_supported ctor, neighbors covered).
#   DECLARATION-ONLY line, no code emitted: base64/src/lib.rs:76 (`let b`).
#   (crypto/hash-family residuals belong to p1-lanef, the claim of record.)
#   p1-lanef (crypto/hash + tables batches): 32 residual lines are RECORDED AS
#     ROWS in proofs/coverage/lanef/residual-rows-lanef.tsv (auto-exceptions.tsv
#     column shape and semantics; 4 reproduced by --auto-exceptions, 28
#     hand-classified with the blocking classifier gap named in
#     lanef/AUTO-EXCEPTIONS-GAPS.md). Reconciled: crypto 275/295, tables
#     127/139, combined 402/434.
file	line	class	c_counterpart	justification	author	review
crates/backend/access/rmgrdesc/src/spgdesc.rs	37	defensive-c-parity	src/backend/access/rmgrdesc/spgdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/spgdesc.rs	58	defensive-c-parity	src/backend/access/rmgrdesc/spgdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/spgdesc.rs	70	defensive-c-parity	src/backend/access/rmgrdesc/spgdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/spgdesc.rs	88	defensive-c-parity	src/backend/access/rmgrdesc/spgdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/spgdesc.rs	108	defensive-c-parity	src/backend/access/rmgrdesc/spgdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/spgdesc.rs	123	defensive-c-parity	src/backend/access/rmgrdesc/spgdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/standbydesc.rs	24	defensive-c-parity	src/backend/access/rmgrdesc/standbydesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/standbydesc.rs	59	defensive-c-parity	src/backend/access/rmgrdesc/standbydesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/standbydesc.rs	75	defensive-c-parity	src/backend/access/rmgrdesc/standbydesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/xactdesc.rs	195	defensive-c-parity	src/backend/access/rmgrdesc/xactdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/xactdesc.rs	259	defensive-c-parity	src/backend/access/rmgrdesc/xactdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/xlogdesc.rs	98	defensive-c-parity	src/backend/access/rmgrdesc/xlogdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/xlogdesc.rs	129	defensive-c-parity	src/backend/access/rmgrdesc/xlogdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/xlogdesc.rs	209	defensive-c-parity	src/backend/access/rmgrdesc/xlogdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/xlogdesc.rs	231	defensive-c-parity	src/backend/access/rmgrdesc/xlogdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/xlogdesc.rs	239	defensive-c-parity	src/backend/access/rmgrdesc/xlogdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/xlogdesc.rs	254	defensive-c-parity	src/backend/access/rmgrdesc/xlogdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/xlogdesc.rs	262	defensive-c-parity	src/backend/access/rmgrdesc/xlogdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/gindesc.rs	113	unreachable-arm	gindesc.c XLOG_GIN_INSERT (reads block-0 data unguarded)	implicit-else of the has_image/has_block_data chain (no image AND no data); the harness never suppresses gin block-0 data because C reads it UNGUARDED on the !has_image path (rmgrdesc_diff.rs block0_nodata note) — state outside the decoder-validated record domain	p1-waved2	pending
crates/backend/access/rmgrdesc/src/gindesc.rs	140	unreachable-arm	gindesc.c XLOG_GIN_VACUUM_DATA_LEAF_PAGE (reads block-0 data unguarded)	same mechanism as gindesc.rs:113 (vacuum-data-leaf arm)	p1-waved2	pending
crates/backend/access/rmgrdesc/src/heapdesc.rs	187	unreachable-arm	heapdesc.c heap_desc if/else-if chain (no else)	chain-exit region after XLOG_HEAP_INPLACE: all 8 XLOG_HEAP_OPMASK values carry an arm, so the implicit else is dead — same dead structure as C heap_desc	p1-waved2	pending
crates/backend/access/rmgrdesc/src/lib.rs	46-48	defensive-c-parity	appendStringInfoVA/palloc (ereport noreturn on OOM)	FmtSink::write_str Err arm: fires only when StringInfo append fails (allocation); C formats via appendStringInfo whose OOM path is a noreturn ereport — the Err plumb is its Rust surface, unreachable under fuzz	p1-waved2	pending
crates/backend/access/rmgrdesc/src/lib.rs	61	defensive-c-parity	appendStringInfoVA/palloc (ereport noreturn on OOM)	append_args Some(e) propagation of the FmtSink Err above — same mechanism	p1-waved2	pending
crates/backend/access/rmgrdesc/src/lib.rs	118	unreachable-arm	xlogreader.h XLogRecGetData (assumes a decoded record)	rec_data None arm: desc callbacks run only with a decoded record installed (both the harness and pg_waldump/xlog.c call sites); C's macro dereferences unconditionally	p1-waved2	pending
crates/backend/access/rmgrdesc/src/lib.rs	132	unreachable-arm	xlogreader.h XLogRecGetBlockData (callers guard with XLogRecHasBlockData)	block_data defensive early-return: every in-crate caller pre-guards with has_block_data (nbtdesc/heapdesc/gindesc), mirroring C call sites	p1-waved2	pending
crates/backend/access/rmgrdesc/src/lib.rs	154,157-167,169,170,172,175,176,177,179	unreachable-arm	xactdesc.c timestamptz_to_str (session-timezone impurity; stub:guc carve)	backend_timestamptz_to_str default body: the harness installs the pg_waldump-pattern hook with an IDENTICAL mirror built from the same public adt_timestamp/adt_datetime entry points (rmgrdesc_diff.rs init_env), so the private default is displaced; its logic is exercised on the compared text plane via the mirror every exec	p1-waved2	pending
crates/backend/access/rmgrdesc/src/xactdesc.rs	64	unreachable-arm	xact_desc %s gid print (runs past gidlen without NUL — C UB the builder excludes)	gid-without-NUL arm: the harness builds prepare/commit-prepared gids NUL-terminated because C %s would read past gidlen (documented port-surface carve, rmgrdesc_diff.rs header); inside the compared domain the NUL is always found	p1-waved2	pending
crates/backend/access/rmgrdesc/src/xlogdesc.rs	221	unreachable-arm	xlogdesc.c bkpimage compression-method chain (same dead else)	"unknown" method arm is dead in BOTH implementations: BKPIMAGE_COMPRESSED(bimg_info) is true only when a pglz/lz4/zstd bit is set, so the trailing else can never be reached — structure kept for C parity	p1-waved2	pending
crates/backend/access/rmgrdesc/src/xlogdesc.rs	292	unreachable-arm	relpath.c forkNames[] (invalid fork = C UB; decoder validates forknum)	InvalidForkNumber arm of fork_name: DecodeXLogRecord-validated records carry forknum 0..3 (the harness builder masks fl & 0x03 to the same domain); Rust renders "???" where C would index out of the table	p1-waved2	pending
crates/backend/access/spgist/spgist_quadtree/src/lib.rs	108	defensive-c-parity	src/backend/access/spgist/spgquadtreeproc.c:77 (elog ERROR "getQuadrant: impossible case")	panic mirrors C elog; reachable ONLY when the EPSILON-fuzzy dy/dx trichotomy is empty (NaN coords, or finite eps-boundary rounding asymmetry — fleet crash-068b32635f); elog/panic parity witnessed both sides by spgquad_diff::tests::elog_parity_nan_quadrant + eps_boundary_witness (C status 190 + Rust panic on identical inputs); fuzz arms fence exactly this class	p1-wavee	pending
crates/backend/access/spgist/spgist_quadtree/src/lib.rs	134	unreachable-arm	src/backend/access/spgist/spgquadtreeproc.c:87-109 (switch without default)	match arm `_ => {}` mirrors C's absent switch default; quadrant is always 1..4 here (produced by getQuadrant on the fenced domain)	p1-wavee	pending
crates/backend/access/spgist/spgist_quadtree/src/lib.rs	305	defensive-c-parity	src/backend/access/spgist/spgquadtreeproc.c:361-363 (elog unrecognized strategy)	panic mirrors C elog; strategies outside the opclass set are driver-fenced; parity witnessed by spgquad_diff::tests::elog_parity_bad_strategy	p1-wavee	pending
crates/backend/access/spgist/spgist_quadtree/src/lib.rs	373	defensive-c-parity	src/backend/access/spgist/spgquadtreeproc.c:455-457 (elog unrecognized strategy)	same as line 305 (leaf_consistent arm); parity witnessed by elog_parity_bad_strategy (C 190 + Rust panic)	p1-wavee	pending
crates/backend/access/spgist/spgist_quadtree/src/lib.rs	389	platform-other	src/backend/access/spgist/spgquadtreeproc.c:467 (spg_key_orderbys_distances call)	llvm-cov instrument-unmapped multiline-expression continuation: constant argument line `true,` of the EXECUTED distances call (neighbors 387/388/390 all DA=161 in the floor lcov; line 389 has no DA row) — known multiline false-red class	p1-wavee	pending
crates/backend/access/spgist/spgist_quadtree/src/lib.rs	398	unreachable-arm	src/include/utils/fmgrprotos.h + pg_proc.dat registration (no runtime C counterpart)	const fn b(...) registration-constructor signature — compile-time only (SLOC-RULE-V2 known-remainder const-fn class; quote/builtins.rs precedent)	p1-wavee	pending
crates/backend/access/spgist/spgist_quadtree/src/lib.rs	399	unreachable-arm	src/include/utils/fmgrprotos.h + pg_proc.dat registration (no runtime C counterpart)	const fn b(...) FmgrBuiltin struct-literal body — compile-time only	p1-wavee	pending
crates/backend/access/spgist/spgist_quadtree/src/lib.rs	402	unreachable-arm	pg_proc.dat rows 4018-4022	SPGIST_QUAD_BUILTINS const-table head — compile-time only	p1-wavee	pending
crates/backend/access/spgist/spgist_box/src/lib.rs	362	platform-other	src/backend/utils/adt/geo_spgist.c:511-520 (is_bounding_box_test_exact case labels)	llvm-cov instrument-unmapped |-pattern continuation of the EXECUTED matches! (surrounding lines 359/360/361/371 DA-hit 61-376x in the floor lcov; 362-369 carry NO DA record — line-table evidence; auto-classifier's closure guard skips | rows by design)	p1-wavee	pending
crates/backend/access/spgist/spgist_box/src/lib.rs	363	platform-other	src/backend/utils/adt/geo_spgist.c:511-520	same |-pattern continuation class as line 362	p1-wavee	pending
crates/backend/access/spgist/spgist_box/src/lib.rs	364	platform-other	src/backend/utils/adt/geo_spgist.c:511-520	same |-pattern continuation class as line 362	p1-wavee	pending
crates/backend/access/spgist/spgist_box/src/lib.rs	365	platform-other	src/backend/utils/adt/geo_spgist.c:511-520	same |-pattern continuation class as line 362	p1-wavee	pending
crates/backend/access/spgist/spgist_box/src/lib.rs	366	platform-other	src/backend/utils/adt/geo_spgist.c:511-520	same |-pattern continuation class as line 362	p1-wavee	pending
crates/backend/access/spgist/spgist_box/src/lib.rs	367	platform-other	src/backend/utils/adt/geo_spgist.c:511-520	same |-pattern continuation class as line 362	p1-wavee	pending
crates/backend/access/spgist/spgist_box/src/lib.rs	368	platform-other	src/backend/utils/adt/geo_spgist.c:511-520	same |-pattern continuation class as line 362	p1-wavee	pending
crates/backend/access/spgist/spgist_box/src/lib.rs	369	platform-other	src/backend/utils/adt/geo_spgist.c:511-520	same |-pattern continuation class as line 362	p1-wavee	pending
crates/backend/access/spgist/spgist_box/src/lib.rs	390	defensive-c-parity	src/backend/utils/adt/geo_spgist.c:542-544 (elog unrecognized scankey subtype)	panic mirrors C elog; subtypes outside {BOXOID,POLYGONOID} are driver-fenced; parity witnessed by spgbox_diff::tests::elog_parity_bad_subtype (C 190 + Rust panic, same input)	p1-wavee	pending
crates/backend/access/spgist/spgist_box/src/lib.rs	466	defensive-c-parity	src/backend/utils/adt/geo_spgist.c:830-832 (inner elog unrecognized strategy)	panic mirrors C elog; parity witnessed by elog_parity_bad_strategy_inner	p1-wavee	pending
crates/backend/access/spgist/spgist_box/src/lib.rs	541	defensive-c-parity	src/backend/utils/adt/geo_spgist.c:830-832 (leaf elog unrecognized strategy)	panic mirrors C elog; parity witnessed by elog_parity_bad_strategy	p1-wavee	pending
crates/backend/access/spgist/spgist_box/src/lib.rs	583	unreachable-arm	src/include/utils/fmgrprotos.h + pg_proc.dat registration (no runtime C counterpart)	const fn b(...) registration-constructor signature — compile-time only (SLOC-RULE-V2 known-remainder const-fn class; quote/builtins.rs precedent)	p1-wavee	pending
crates/backend/access/spgist/spgist_box/src/lib.rs	584	unreachable-arm	src/include/utils/fmgrprotos.h + pg_proc.dat registration (no runtime C counterpart)	const fn b(...) FmgrBuiltin struct-literal body — compile-time only	p1-wavee	pending
crates/backend/access/spgist/spgist_box/src/lib.rs	587	unreachable-arm	pg_proc.dat rows 5010-5016	SPGIST_BOX_BUILTINS const-table head (auto:table-head in the capture) — compile-time only	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	13	unreachable-arm	src/backend/utils/misc/guc.c:120 (memory_units_hint gettext_noop)	const hint-string binding head — compile-time only, no DA row (brace-table-head class)	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	14	unreachable-arm	src/backend/utils/misc/guc.c:120	const hint-string literal continuation — compile-time only, no DA row	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	15	unreachable-arm	src/backend/utils/misc/guc.c:157 (time_units_hint gettext_noop)	const hint-string binding head — compile-time only, no DA row	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	16	unreachable-arm	src/backend/utils/misc/guc.c:157	const hint-string literal continuation — compile-time only, no DA row	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	25	unreachable-arm	src/backend/utils/misc/guc.c:103-109 (unit_conversion struct)	const fn uc(...) table-row constructor signature — compile-time only (const-fn class, quote precedent; DA=0)	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	26	unreachable-arm	src/backend/utils/misc/guc.c:103-109	const fn uc(...) struct-literal body — compile-time only	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	32	unreachable-arm	src/backend/utils/misc/guc.c:121 (memory_unit_conversion_table)	static table head (auto:table-head class) — compile-time only, no DA row; table body excluded by the tables ruling	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	60	unreachable-arm	src/backend/utils/misc/guc.c:158 (time_unit_conversion_table)	static table head — compile-time only, no DA row	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	167	defensive-c-parity	src/backend/utils/misc/guc.c:2850-2853 (elog unrecognized GUC units value)	panic mirrors C elog (was silently None pre-lane — parity fix landed in-lane); invalid units values are driver-fenced; parity witnessed by guc_units_diff::tests::elog_parity_units_value (C 190 + Rust panic)	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	173	unreachable-arm	src/include/pg_config.h BLCKSZ/XLOG_BLCKSZ compile-time bounds (guc.c:112-117 #if checks)	const _: () compile-time assert head — no runtime code	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	174	unreachable-arm	src/backend/utils/misc/guc.c:112-117	compile-time assert body (BLCKSZ/1024 == 8)	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	175	unreachable-arm	src/backend/utils/misc/guc.c:112-117	compile-time assert body (XLOG_BLCKSZ/1024 == 8)	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	187	platform-other	src/backend/utils/misc/guc.c:2875-2876 (double val; char *endptr;)	bare let-decl without initializer (auto:let-decl class, rig-licensed) — no DA row	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	188	platform-other	src/backend/utils/misc/guc.c:2875-2876	same auto:let-decl class as line 187	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	206	defensive-c-parity	src/backend/utils/misc/guc.c:2905-2907 (parse_int isnan reject)	C's own twin arm is equally unreachable: the strtol-stop cascade re-parses via strtod only on '.'/'e'/'E'/ERANGE stops, none of which can yield NaN (NaN words stop strtol at 'n'/'N' and fail endptr==value first) — mirrored defensive arm kept for C parity (injection G1 confirmed no witnessing input exists)	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	323	unreachable-arm	src/port/snprintf.c fmtfloat %e delegation (no C twin arm)	normalize_e else-return: Rust {:e} output always contains 'e' (format contract) — defensive arm against format drift	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	328	unreachable-arm	src/port/snprintf.c fmtfloat %e delegation	exp.strip_prefix('+') arm: Rust {:e} never emits '+' exponents (format contract)	p1-wavee	pending
crates/backend/utils/misc/guc/src/units.rs	345	unreachable-arm	src/port/snprintf.c fmtfloat %e delegation	strip_trailing_zeros_e else-arm: only called from format_e_style whose input always contains 'e'	p1-wavee	pending
crates/backend/utils/misc/guc/src/cnum.rs	84	unreachable-arm	glibc strtol base-8 internal (no distinct C twin arm)	dead model arm: the '0' that selects base 8 is itself always consumed as a digit, so any==false with base==8 cannot occur (DA=0; kept as defensive shape)	p1-wavee	pending
crates/backend/utils/misc/guc/src/cnum.rs	90	platform-other	glibc strtol ERANGE clamp (LONG_MIN/LONG_MAX)	instrument-unmapped struct-literal continuation of the EXECUTED overflow return (i64::MAX/MIN seeds exercise the branch; line has NO DA row; neighbors mapped)	p1-wavee	pending
crates/backend/utils/misc/guc/src/cnum.rs	93	platform-other	glibc strtol ERANGE clamp	same struct-literal continuation class as line 90 (no DA row)	p1-wavee	pending
crates/backend/tsearch/spell/src/builtins.rs	9	platform-other	src/backend/tsearch/spell.c dispell_init (fmgr face)	fc_dispell_init: fmgr PG_FUNCTION_ARGS shell over dispell_init; funcapi/Datum plumbing, kernel (NIImport*/NISort*/NIFinishBuild) is fuzzed by spellfam_diff	p1-spell	pending
crates/backend/tsearch/spell/src/builtins.rs	18	platform-other	src/backend/tsearch/spell.c dispell_lexize (fmgr face)	fc_dispell_lexize: fmgr shell over dispell_lexize; funcapi/Datum plumbing, kernel (NINormalizeWord) is fuzzed by spellfam_diff	p1-spell	pending
crates/backend/tsearch/spell/src/dict_ispell.rs	19	platform-other	src/backend/tsearch/spell.c dispell_init dict_api half	dispell_init: DictInitData option loop + stoplist load + get_tsearch_config_filename path resolution (catalog/GUC-adjacent env); the loader kernel it drives is fuzzed by spellfam_diff	p1-spell	pending
crates/backend/tsearch/spell/src/dict_ispell.rs	73	platform-other	src/backend/tsearch/spell.c dispell_lexize dict_api half	dispell_lexize: lowerstr + searchstoplist filtering over NINormalizeWord; the normalizer kernel is fuzzed byte-exact by spellfam_diff	p1-spell	pending
crates/backend/tsearch/spell/src/build.rs	894	platform-other	src/backend/tsearch/spell.c MergeAffix (mkSPNode call site)	MergeAffix concatenation order + AffixData array order are a CERTIFIED value-equal qsort-tie non-surface (multirange + PARMERGE tie rulings): C cmpspell qsort is unstable, the Rust port sort_by is stable, so duplicate dict words with different affix aliases merge in a different byte order; the flag SET is compared as a sorted multiset in spellfam_diff (a wrong/missing/extra flag still fails; only pure reordering is relaxed). Function body itself IS executed and fuzzed	p1-spell	pending
crates/backend/tsearch/spell/src/build.rs	588	platform-other	src/backend/tsearch/spell.c getAffixFlagSet / MergeAffix / IsAffixFlagInUse (AffixData palloc0 NULL slots)	DIVERGENCE-OF-RECORD (pgrust hardened a verbatim-18.3 backend-crash): NIImportOOAffixes palloc0's AffixData so the reserved index-0 alias + any declared-but-unfilled AF slot stays NULL; spell.c NULL-derefs those at MergeAffix/getNextFlagFromString/makeCompoundFlags when a dict word or affix line references the slot (found by spellfam_diff: fleet-div-segv2-4525b7a1). The pgrust port stores an EMPTY PgVec for the same slots (build.rs pushes PgVec::new_in per alias) and is robust. Match-or-fix ruling owed (likely upstream spell.c robustness bug on malformed alias tables). Oracle normalizes NULL slots to "" in the driver so the differential measures the loader over the whole AF domain; raw NULL-deref banked as regression seed.	p1-spell	pending
